run_id,scored_at,churn_probability,risk_level,Tenure,SatisfactionScore,Complain
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.04992933,LOW,12.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0005600829,LOW,30.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.09206068,LOW,11.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9802249,HIGH,0.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.98702776,HIGH,0.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.95385087,HIGH,0.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0029854479,LOW,24.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.07180022,LOW,,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.17504482,LOW,0.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.969329,HIGH,1.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.083388366,LOW,4.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.15135626,LOW,18.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0024806526,LOW,15.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0030550677,LOW,17.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.19895354,LOW,,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.29702052,LOW,4.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.07365883,LOW,5.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.012050429,LOW,11.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,6.878898e-05,LOW,24.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.3667981,LOW,0.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.009292095,LOW,3.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,5.0478222e-05,LOW,61.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.101474896,LOW,16.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0020999308,LOW,25.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.023343159,LOW,9.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.014689424,LOW,8.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.07093664,LOW,8.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.8823918,HIGH,0.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.027411014,LOW,17.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.011069759,LOW,8.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0064174794,LOW,3.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.7109292,HIGH,0.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.09370088,LOW,4.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9720968,HIGH,1.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.8254377,HIGH,1.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.99678123,HIGH,1.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.5869593,MEDIUM,0.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.5993559,MEDIUM,1.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.07898768,LOW,13.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.101735786,LOW,5.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9254859,HIGH,1.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.52762246,MEDIUM,0.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.17589752,LOW,15.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0042555043,LOW,24.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.17043583,LOW,8.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.053642873,LOW,14.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0019085512,LOW,5.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.10786145,LOW,9.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.47841275,MEDIUM,1.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.12888859,LOW,0.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.021639654,LOW,7.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.01863211,LOW,6.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.96509457,HIGH,1.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.12435671,LOW,9.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.043842338,LOW,8.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.038662523,LOW,,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.015223123,LOW,11.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.28899795,LOW,4.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,8.5190055e-05,LOW,25.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.15435097,LOW,2.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0002808443,LOW,30.0,2,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.2988504,LOW,18.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.043479063,LOW,19.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.10482319,LOW,,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.043613207,LOW,8.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9912578,HIGH,0.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.20026067,LOW,8.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.031396832,LOW,4.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9646132,HIGH,0.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.12528019,LOW,2.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9657408,HIGH,4.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.03755549,LOW,19.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.95926344,HIGH,19.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.03946003,LOW,14.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.052342147,LOW,15.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.058609836,LOW,5.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.20864049,LOW,1.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.6958123,MEDIUM,8.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0866988,LOW,21.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.99241453,HIGH,1.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0008787045,LOW,24.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.021778056,LOW,14.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.5105563,MEDIUM,13.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.31406704,LOW,0.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.046067405,LOW,21.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.026843982,LOW,29.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.119894505,LOW,7.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.05045553,LOW,14.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.96083397,HIGH,5.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.3079605,LOW,5.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.12737697,LOW,2.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.02369916,LOW,3.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.18488573,LOW,0.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.07863784,LOW,11.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.095787935,LOW,6.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.070719734,LOW,2.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.95565027,HIGH,1.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.627266,MEDIUM,14.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.96509457,HIGH,1.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.043751597,LOW,3.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.009850117,LOW,26.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9816939,HIGH,1.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.09155295,LOW,5.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.11213913,LOW,13.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.11841516,LOW,4.0,2,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9134512,HIGH,0.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.99840254,HIGH,1.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0014655621,LOW,30.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.99225205,HIGH,0.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.99206406,HIGH,,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.5965843,MEDIUM,17.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0012144095,LOW,26.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.964299,HIGH,5.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.76851803,HIGH,0.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.007967568,LOW,19.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.084999524,LOW,8.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.27865818,LOW,,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.33014256,LOW,,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.99782205,HIGH,1.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.16333607,LOW,9.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9170323,HIGH,1.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.08280899,LOW,8.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0007883918,LOW,26.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.58301973,MEDIUM,2.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.11860692,LOW,,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.006376875,LOW,4.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0023211795,LOW,16.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9350119,HIGH,1.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.17307635,LOW,9.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.003534833,LOW,2.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0104798805,LOW,10.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.8075302,HIGH,1.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.18341757,LOW,23.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0024763024,LOW,21.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0012935275,LOW,26.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.035058845,LOW,11.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.019436462,LOW,31.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.249874,LOW,14.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0743745,LOW,4.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0047629736,LOW,17.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.045241125,LOW,7.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.93944436,HIGH,20.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.030818596,LOW,8.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9430443,HIGH,1.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9406108,HIGH,17.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.00154103,LOW,27.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.22937271,LOW,16.0,2,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.10641428,LOW,16.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.3357106,LOW,,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.078826435,LOW,10.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.09964976,LOW,10.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.030012947,LOW,3.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.23898144,LOW,0.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.011842213,LOW,12.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.030887762,LOW,6.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.017507663,LOW,11.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.028131189,LOW,6.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.010926001,LOW,4.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.08656301,LOW,17.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.93456,HIGH,7.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.05899544,LOW,8.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.030094344,LOW,15.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0010616356,LOW,31.0,2,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.07438122,LOW,16.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.10273049,LOW,18.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.7191459,HIGH,3.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.01534411,LOW,11.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.6538654,MEDIUM,0.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.15839306,LOW,20.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.31015372,LOW,11.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9961153,HIGH,0.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.017042546,LOW,10.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.93398327,HIGH,1.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.11011942,LOW,9.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.29240853,LOW,1.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.00799719,LOW,9.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.29956403,LOW,2.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0020908446,LOW,30.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.08224984,LOW,12.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.16216163,LOW,8.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,9.145457e-05,LOW,22.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0652203,LOW,8.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.004629984,LOW,20.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.062612295,LOW,,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.050930344,LOW,20.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.60427094,MEDIUM,0.0,2,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0027098337,LOW,28.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,3.3879376e-05,LOW,22.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.009921864,LOW,16.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.022904636,LOW,7.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9927366,HIGH,1.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9228956,HIGH,,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.27019817,LOW,,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.04325028,LOW,4.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0014852309,LOW,25.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.049649995,LOW,14.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.2761355,LOW,4.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0012845999,LOW,18.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.33358982,LOW,10.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.031627543,LOW,18.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.10227548,LOW,11.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.039512966,LOW,8.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.006134887,LOW,22.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.09720081,LOW,4.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.43911952,MEDIUM,0.0,2,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0010269153,LOW,18.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.024426278,LOW,13.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.00018506475,LOW,31.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.7910876,HIGH,0.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9541743,HIGH,1.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.99511504,HIGH,1.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.26598918,LOW,20.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.011110732,LOW,4.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.24939036,LOW,1.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.029170303,LOW,8.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.025697276,LOW,13.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.4926262,MEDIUM,1.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.00075142947,LOW,25.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.11768437,LOW,19.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.008481898,LOW,24.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9817618,HIGH,0.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.020613642,LOW,15.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.017024087,LOW,7.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.007967568,LOW,19.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.022294702,LOW,11.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,4.2669355e-05,LOW,24.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.00088253524,LOW,29.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.14909762,LOW,15.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.13716362,LOW,15.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0029198856,LOW,4.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.15194589,LOW,,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9878043,HIGH,0.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0066408454,LOW,7.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0777892,LOW,2.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.19696678,LOW,9.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.05133616,LOW,4.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.027994525,LOW,10.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.5666799,MEDIUM,,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.1690311,LOW,7.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.99863005,HIGH,1.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9703264,HIGH,0.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.006344402,LOW,19.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0020952069,LOW,16.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.02142725,LOW,4.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.040324785,LOW,16.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.88453704,HIGH,0.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.008874383,LOW,31.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,3.3904456e-05,LOW,30.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0006936011,LOW,15.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0454983,LOW,6.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.12482349,LOW,6.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0006340116,LOW,30.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.030786114,LOW,6.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.32590818,LOW,5.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.23526414,LOW,1.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.05613538,LOW,7.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9914432,HIGH,,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.29584017,LOW,1.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.041640066,LOW,2.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.040324785,LOW,16.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.2296399,LOW,16.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0010813536,LOW,19.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.17294629,LOW,16.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.030241713,LOW,11.0,2,1
